feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,label0
29.460875557985208,7.2032373855060285,41.13264699703426,4.218917898623076,5.740689582332997,12.043034381865025,51.51005904882901,22.302653467208938,23.93083630465323,3.1103736444099073,0.0
16.293415731205094,4.059934995016059,5.193054209934917,20.103074425483694,19.351541101550076,11.618809730971547,69.84662122365702,35.766755793418575,24.4897339218732,38.70291659851698,0.0
11.077746940663005,8.674893137962103,25.94945156153602,26.081054498523663,26.480895097770453,9.796499891537199,9.762342930919603,3.723351109180433,2.5212329946140097,31.426173605070552,0.0
25.164104228705135,4.984577713558938,4.55121300419691,17.7979127275194,1.852964902567183,6.813010550617422,18.765692768736592,29.642088472300088,22.41867636283203,7.857027251328711,0.0
34.78168227958344,7.60216425071985,17.32459196356016,3.519355429729964,19.554802278100762,6.92260764776238,65.96569263799984,3.3090153066962906,11.047229709076129,36.65801375823649,0.0
31.431296834960875,6.711054037516175,26.387445574052496,14.033290645989974,18.739554046337112,5.527774155476546,68.37791773714015,10.36355400266541,25.559940625195672,31.80820494463267,0.0
32.25726581072333,3.368245751056082,17.522098868830753,9.311821202565588,13.663328516264151,7.610263630847343,25.365165062163573,29.43011255448529,36.53374165490515,27.25339030577579,0.0
34.08399696700463,1.436466553582544,8.179986206273082,7.18307767618691,2.61667578236361,1.9118652320414904,12.789746830190541,19.606200713156703,37.8154187145486,33.89177809032336,0.0
61.387665080580845,8.079470590454946,7.271583596758628,11.539867442474538,26.87056094678632,3.815045272918416,49.00226656758815,32.0124485939739,27.45928236178237,41.290293980921064,0.0
6.250079623137794,6.145216457597654,27.620935894718034,2.790097824341737,12.313973320680574,4.233452760248822,67.1072919809104,11.528061001394999,3.06103426160892,32.701863621464554,0.0
55.461962768069185,10.228222086686486,40.451538635267866,22.947484886028676,10.431643619844932,1.1010639678388319,61.78512216744127,38.71475949971522,14.201107117557866,9.761612045601872,0.0
8.338605166101699,7.824040821060662,6.162017173785413,5.04790875865019,32.280319334890784,2.199377566054964,37.333051033437734,26.54175523156413,12.614669048697552,15.297002113327821,0.0
52.31910008862773,4.821070179021622,18.22584345401197,12.573250076077155,20.548446095065138,2.1818467309533265,49.766785570771205,29.156943454442285,3.8528713072393947,26.295230324373964,0.0
4.0924666060252,3.7084981999718956,39.00462006085885,17.40005238982217,2.7223920048052417,11.691794406324052,58.52709276127192,15.560017437536034,12.873090454777408,27.617103341836387,0.0
1.5406998771433704,6.936933709656356,26.781110082436676,20.10537163721535,18.23460026425883,10.253179234667043,41.49539199577953,22.518805136663097,8.556523888154475,24.906623711675966,0.0
25.4492204836938,0.09809898636142496,29.96556970976438,21.297416355811734,20.77517252386741,8.521395379883634,40.0765798304196,27.543609567803728,4.698612512872585,34.12401000576394,0.0
21.480624332991113,1.4337263671964635,18.243224060446927,12.141651821026965,9.235504835510971,10.42748511794332,43.507026656207245,14.956790344252958,32.93302216148656,31.086987557811117,0.0
32.08343376489384,4.848007252599217,35.5715682396999,12.116986831319876,32.96525651258372,6.201370048255201,34.469939380008995,38.45783772300284,5.618982686363596,24.998442754219422,0.0
19.936212498483453,7.469773705286766,19.468146169751773,13.176728488504178,34.62448446369387,7.261559542127907,32.55078007079372,17.215681174852325,6.060200817472713,23.157013780990436,0.0
29.50239798201151,0.49882406138279706,11.670292152960032,5.352759096589467,17.849873628748206,7.732711766297046,57.717803652203855,0.09746762673062975,9.661227335737212,38.10274233158468,0.0
4.673694761534417,3.0142831595682376,5.020304167441838,11.242809289027505,34.08383739934815,3.0615189194635426,66.00677617726403,18.08166299251475,9.212704161279612,15.538053234210363,0.0
16.74200743126215,8.468073471618796,21.352261737145554,23.30114204395477,2.0322050731609527,1.6334093713245432,63.31663898175332,10.84918157520415,2.5319864418627342,0.5643712574141856,0.0
20.959034361876803,4.717419468209404,10.77998252931751,6.685287248563798,16.333586084455128,9.61939512174732,1.3053414024461845,17.020425851835938,9.47242827043248,5.538453237574201,0.0
11.564980499311313,6.747810352545058,34.639673979065286,15.181365533314757,11.970402604031,9.902040783531332,43.8952930565398,26.165790021036084,5.792967373411187,32.03064668974888,0.0
22.713756760410472,2.1140046176499445,20.841894914827616,23.98855092669738,11.812271494002152,5.272400271337063,5.014291090223451,16.464288451856707,10.359991853386129,16.801066758222618,0.0
39.559298680029826,1.559358570427012,36.653717041468,19.734987104424285,0.08965390552263752,8.406309371119582,54.39675783657005,23.419399040949177,11.959588134444402,30.6373679349256,0.0
12.724104536024628,7.8891088307653146,23.4960008193126,25.465431994223486,22.156297876858712,9.915449332475507,7.353729209569577,28.011977533418772,35.670851874552966,38.45160134512073,0.0
42.291910104712365,5.933362258602291,18.24347406015183,27.506897154200377,24.944253091794543,10.958513071458476,66.63005009229255,21.00872753249236,43.0908914760494,1.8144712698384935,0.0
56.51630013413258,4.713448518675933,36.45532709190245,11.76565475437242,29.722829868281714,11.654443789420636,20.15528934420763,3.112542890326471,4.860512475046081,18.210478000753074,0.0
18.3808411548242,2.178364599353573,19.978308449076,21.570630594637038,19.43963362686342,11.628504052203013,61.92951915764223,23.401151878245308,36.82649051108875,22.335866641007225,0.0
57.73454572875388,9.385929003028176,42.28425605044088,23.269659178343076,5.863677336872294,0.39393006560351473,19.55753321420952,31.84299774695623,5.221542720631324,4.436134058608763,0.0
13.356228626628289,7.296933935150856,35.52768140535026,25.821333749051856,12.511567544855364,7.152990671256741,53.059567036096766,9.050858143848965,35.433078002647484,33.468436670667366,0.0
3.9311184870853024,8.770911654508007,10.35731098894944,25.684654324035854,28.82296881916033,0.03968508558824259,14.935255574877953,14.524158419605325,38.283978547323265,17.917170708381267,0.0
36.094711429793236,1.1479226636859396,16.015120086760177,17.01904536010896,18.785555097983,7.503344864547073,59.53315314592062,32.25846768704506,6.314617657222938,41.90880415973876,0.0
13.383711880256216,10.003576305462701,38.8941365043966,18.66723294696328,36.24076525291031,5.419104914467178,28.36754264470385,24.774377778275134,14.622181707323122,18.812111987103552,0.0
12.495793939527099,7.790711031553604,31.790970144970654,4.732657057216704,14.759832807481173,0.7001442549143365,56.651619776589854,8.578716922486645,28.195891709269453,38.76341081185141,0.0
11.141960837830274,9.711029870023836,24.443939278431664,23.86980021116125,24.695018290975867,5.8005653932587755,70.08008033628514,0.2814526196282924,8.722328646701381,33.16952598942702,0.0
